"","celltype","batch_digest","batch_sort","batch_chromatography","batch_MS"
"i4","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BO"
"i5","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BO"
"i7","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BO"
"i10","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BO"
"i11","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BO"
"i20","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BF"
"i22","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BF"
"i24","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BF"
"i25","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BF"
"i36","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i37","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i39","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i41","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i42","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i43","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BP"
"i52","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BL"
"i57","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BL"
"i58","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BL"
"i59","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BL"
"i68","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i70","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i72","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i73","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i74","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i75","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BM"
"i85","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i86","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i87","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i88","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i89","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i90","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BK"
"i100","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i101","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i103","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i104","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i105","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i106","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BG"
"i116","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BH"
"i120","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BH"
"i121","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BH"
"i122","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BH"
"i123","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BH"
"i132","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i134","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i136","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i137","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i138","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i139","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BB"
"i149","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i150","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i151","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i152","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i154","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i155","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i156","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i157","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i158","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i159","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i160","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_4"
"i164","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i165","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i168","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i169","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i170","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i171","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BA"
"i181","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i182","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i183","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i184","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i185","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i186","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i187","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i188","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i190","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i191","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i192","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_12"
"i197","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i198","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i199","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i200","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i201","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i202","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i203","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i204","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i205","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i206","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i207","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_25"
"i213","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i214","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i215","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i217","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i218","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i219","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i220","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i221","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i222","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i223","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i224","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_11"
"i230","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i231","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i232","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i233","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i234","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i235","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i236","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i237","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i238","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i239","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_19"
"i245","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i246","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i247","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i248","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i250","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i251","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i252","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i253","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i254","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i255","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_7"
"i261","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i263","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i265","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i266","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i267","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i268","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i269","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i270","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i271","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i272","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_30"
"i279","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i280","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i281","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i282","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i283","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i284","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i285","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i286","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i287","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i288","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_27"
"i293","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i295","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i296","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i297","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i298","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i299","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i300","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i302","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i303","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i304","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_23"
"i309","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i311","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i312","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i313","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i314","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i315","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i316","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i317","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i318","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i319","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_5"
"i325","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i327","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i328","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i329","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i330","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i331","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i332","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i333","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i335","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i336","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_27"
"i341","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i342","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i343","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i344","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i346","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i347","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i348","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i349","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i351","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i352","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_20"
"i357","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i358","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i359","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i361","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i362","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i363","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i364","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i365","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i366","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i367","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i368","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_8"
"i373","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i374","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i375","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i376","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i377","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i378","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i380","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i381","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i382","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i383","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i384","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_22"
"i389","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i390","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i391","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i392","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i394","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i395","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i396","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i397","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i398","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i399","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i400","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_7"
"i406","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i407","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i408","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i409","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i410","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i411","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i412","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i413","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i414","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i416","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_32"
"i421","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i423","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i425","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i426","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i427","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i428","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i429","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i430","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i431","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i432","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_6"
"i437","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i438","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i439","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i440","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i441","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i442","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i443","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i444","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i446","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i447","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i448","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_23"
"i453","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i454","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i455","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i456","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i457","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i458","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i459","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i460","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i462","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i463","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i464","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_9"
"i469","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i470","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i471","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i472","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i473","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i474","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i475","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i476","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i477","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i478","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i479","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i480","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_22"
"i485","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i486","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i487","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i488","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i489","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i490","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i491","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i492","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i493","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i494","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i495","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i496","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_16"
"i501","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i503","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i504","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i505","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i506","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i507","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i508","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i509","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i510","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i511","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i512","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_13"
"i517","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i518","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i519","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i520","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i521","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i522","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i523","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i524","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i525","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i526","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i527","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i528","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_15"
"i533","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i534","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i535","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i536","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i537","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i539","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i540","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i541","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i542","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i543","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i544","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_21"
"i550","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_29"
